breed,origin,url,img,height,weight,coat,life_span,other_names,common_nicknames,colour,litter_size,notes,breed_status,foundation_stock,img_src_set.1.5x,img_src_set.2x,height.dogs,weight.dogs,height.bitches,weight.bitches,img_src_set
Saluki,Fertile Crescent,https://en.wikipedia.org/wiki/Saluki,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Red_Smooth_Saluki.jpg/220px-Red_Smooth_Saluki.jpg,58–71 cm (23–28 in),18–27 kg (40–60 lb),"smooth and ""feathered""",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Red_Smooth_Saluki.jpg/330px-Red_Smooth_Saluki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Red_Smooth_Saluki.jpg/440px-Red_Smooth_Saluki.jpg,,,,,
Samoyed,Northwest Russia and Western Siberia,https://en.wikipedia.org/wiki/Samoyed_(dog),https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Samojed00.jpg/220px-Samojed00.jpg,,,Not available,Not available,BjelkierSamoiedskaya Sobaka,"Smiley, Sammy",Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Samojed00.jpg/330px-Samojed00.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Samojed00.jpg/440px-Samojed00.jpg,51–56 cm (20–22 in),20–30 kilograms (44–66 lb),46–51 cm (18–20 in),,
Sapsali,South Korea,https://en.wikipedia.org/wiki/Sapsali,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Korea-Jeonju-Sapsal_dog_in_front_of_a_Hanok_Village-01.jpg/220px-Korea-Jeonju-Sapsal_dog_in_front_of_a_Hanok_Village-01.jpg,Not available,Not available,Not available,Not available,Sapsal GaeSapsaree,Not available,Not available,Not available,Not available,Not recognized as a breed by any major kennel club.,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Korea-Jeonju-Sapsal_dog_in_front_of_a_Hanok_Village-01.jpg/330px-Korea-Jeonju-Sapsal_dog_in_front_of_a_Hanok_Village-01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Korea-Jeonju-Sapsal_dog_in_front_of_a_Hanok_Village-01.jpg/440px-Korea-Jeonju-Sapsal_dog_in_front_of_a_Hanok_Village-01.jpg,,,,,
Sarabi dog,Iran,https://en.wikipedia.org/wiki/Sarabi_dog,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/5-%D8%B7%D8%A8%DB%8C%D8%B9%D8%AA_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%DB%8C_%D8%B5%D9%88%D9%85%D8%B9%D9%87_%D9%85%D9%84%DA%A9%D8%B4%D8%A7%D9%87_%D8%B3%DA%AF_%D8%B3%D8%B1%D8%A7%D8%A8_%28cropped%29.jpg/220px-5-%D8%B7%D8%A8%DB%8C%D8%B9%D8%AA_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%DB%8C_%D8%B5%D9%88%D9%85%D8%B9%D9%87_%D9%85%D9%84%DA%A9%D8%B4%D8%A7%D9%87_%D8%B3%DA%AF_%D8%B3%D8%B1%D8%A7%D8%A8_%28cropped%29.jpg,,,"Short, with undercoat",Not available,Not available,Sarabi mastiffIranian mastiffPersian mastiffIranian shepherd dog,"Fawn, sable, black",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/5-%D8%B7%D8%A8%DB%8C%D8%B9%D8%AA_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%DB%8C_%D8%B5%D9%88%D9%85%D8%B9%D9%87_%D9%85%D9%84%DA%A9%D8%B4%D8%A7%D9%87_%D8%B3%DA%AF_%D8%B3%D8%B1%D8%A7%D8%A8_%28cropped%29.jpg/330px-5-%D8%B7%D8%A8%DB%8C%D8%B9%D8%AA_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%DB%8C_%D8%B5%D9%88%D9%85%D8%B9%D9%87_%D9%85%D9%84%DA%A9%D8%B4%D8%A7%D9%87_%D8%B3%DA%AF_%D8%B3%D8%B1%D8%A7%D8%A8_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/5-%D8%B7%D8%A8%DB%8C%D8%B9%D8%AA_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%DB%8C_%D8%B5%D9%88%D9%85%D8%B9%D9%87_%D9%85%D9%84%DA%A9%D8%B4%D8%A7%D9%87_%D8%B3%DA%AF_%D8%B3%D8%B1%D8%A7%D8%A8_%28cropped%29.jpg/440px-5-%D8%B7%D8%A8%DB%8C%D8%B9%D8%AA_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%DB%8C_%D8%B5%D9%88%D9%85%D8%B9%D9%87_%D9%85%D9%84%DA%A9%D8%B4%D8%A7%D9%87_%D8%B3%DA%AF_%D8%B3%D8%B1%D8%A7%D8%A8_%28cropped%29.jpg,80_95cm,65kg_90kg,70_85cm,60kg_80kg,
Sardinian Shepherd Dog,Sardinia (Italy),https://en.wikipedia.org/wiki/Sardinian_Shepherd_Dog,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Sardinian_Shepherd_Dog.jpg/220px-Sardinian_Shepherd_Dog.jpg,,,long double coat with furnishings,Not available,(Pastore) fonnesuCani sardu antiguCane de acapiuCani fonnesu antigu'Ane de 'onne,Not available,Not available,Not available,Not available,Not recognised as a breed by any major kennel club.,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Sardinian_Shepherd_Dog.jpg/330px-Sardinian_Shepherd_Dog.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Sardinian_Shepherd_Dog.jpg/440px-Sardinian_Shepherd_Dog.jpg,56–60 cm (22–24 in) at the withers,29–40 kg (64–88 lb),52–56 cm (20–22 in) at the withers,25–32 kg (55–71 lb),
Šarplaninac,Šar Mountains,https://en.wikipedia.org/wiki/%C5%A0arplaninac,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sardog.jpg/220px-Sardog.jpg,"coat 4 inches (10 cm), rough or smooth",,"4 inches (10 cm), rough or smooth",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sardog.jpg/330px-Sardog.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sardog.jpg/440px-Sardog.jpg,,35–45 kilograms (77–99 lb) usual,,,
Schapendoes,Netherlands,https://en.wikipedia.org/wiki/Schapendoes,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Nederlandse-schapendoes-02.jpg/220px-Nederlandse-schapendoes-02.jpg,Not available,Not available,Not available,Not available,"Dutch Schapendoes, Nederlandse Schapendoes",Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Nederlandse-schapendoes-02.jpg/330px-Nederlandse-schapendoes-02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Nederlandse-schapendoes-02.jpg/440px-Nederlandse-schapendoes-02.jpg,,,,,
Schillerstövare,Sweden,https://en.wikipedia.org/wiki/Schillerst%C3%B6vare,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Schillerst%C3%B6vare_bearbeitet.jpg/220px-Schillerst%C3%B6vare_bearbeitet.jpg,Not available,Not available,Not available,Not available,Schiller Bracke,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Schillerst%C3%B6vare_bearbeitet.jpg/330px-Schillerst%C3%B6vare_bearbeitet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Schillerst%C3%B6vare_bearbeitet.jpg/440px-Schillerst%C3%B6vare_bearbeitet.jpg,,,,,
Schweizer Laufhund,Switzerland,https://en.wikipedia.org/wiki/Schweizer_Laufhund,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Swiss_Hound.jpg/220px-Swiss_Hound.jpg,Not available,Not available,Not available,Not available,Chien Courant Suisse  Swiss Hound,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/f/f8/Swiss_Hound.jpg,,,,,,
Scottish Deerhound,Scotland,https://en.wikipedia.org/wiki/Scottish_Deerhound,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Deerhound_Fernhill%27s_Kendra.jpg/220px-Deerhound_Fernhill%27s_Kendra.jpg,,,Wiry,Not available,Not available,Not available,"Blue-grey, grey, brindle, yellow, sandy-red or red fawns with black points; white on chest, toes and tip of tail is permissible",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Deerhound_Fernhill%27s_Kendra.jpg/330px-Deerhound_Fernhill%27s_Kendra.jpg,https://upload.wikimedia.org/wikipedia/en/5/5b/Deerhound_Fernhill%27s_Kendra.jpg,30 in (76 cm) minimum,≈ 100 lb (45 kg),28 in (71 cm) minimum,≈ 80 lb (36 kg),
Scottish Terrier,Scotland,https://en.wikipedia.org/wiki/Scottish_Terrier,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Scottish_Terrier_Photo_of_Face.jpg/220px-Scottish_Terrier_Photo_of_Face.jpg,,,double (hard wiry & soft undercoat),Not available,Not available,"Scottie, Aberdeenie","Black, Brindle, Wheaten",Not available,National dog of Scotland,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Scottish_Terrier_Photo_of_Face.jpg/330px-Scottish_Terrier_Photo_of_Face.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Scottish_Terrier_Photo_of_Face.jpg/440px-Scottish_Terrier_Photo_of_Face.jpg,25 cm (9.8 in),8.5–10 kg (19–22 lb),25 cm (9.8 in),8–9.5 kg (18–21 lb),
Sealyham Terrier,Wales,https://en.wikipedia.org/wiki/Sealyham_Terrier,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Charmin_crufts_2009.jpg/220px-Charmin_crufts_2009.jpg,12 inches (30 cm),,Double,Not available,"Welsh Border Terrier, Cowley Terrier",Not available,White,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Charmin_crufts_2009.jpg/330px-Charmin_crufts_2009.jpg,https://upload.wikimedia.org/wikipedia/en/0/0a/Charmin_crufts_2009.jpg,,9 kilograms (20 lb),,,
Segugio Italiano,Italy,https://en.wikipedia.org/wiki/Segugio_Italiano,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Segugioitalianopelorasofulvo_%28cropped%29.JPG/220px-Segugioitalianopelorasofulvo_%28cropped%29.JPG,"coat rough and coarse, not over 5 cm (2 in) long",18–28 kg (40–62 lb),short over the entire body,Not available,Italian Short-haired Segugio,Not available,"fawn, from dark red to very pale; black-and-tan",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Segugioitalianopelorasofulvo_%28cropped%29.JPG/330px-Segugioitalianopelorasofulvo_%28cropped%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Segugioitalianopelorasofulvo_%28cropped%29.JPG/440px-Segugioitalianopelorasofulvo_%28cropped%29.JPG,,,,,
Serbian Hound,Serbia,https://en.wikipedia.org/wiki/Serbian_Hound,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Serbian_Hound.JPG/220px-Serbian_Hound.JPG,,≈ 20 kg (44 lb),Short,Not available,Balkan Hound,Not available,"Red (fox coloured), from yellow red to a rust, with black mantle or saddle",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Serbian_Hound.JPG/330px-Serbian_Hound.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Serbian_Hound.JPG/440px-Serbian_Hound.JPG,46–56 cm (18–22 in),,44–54 cm (17–21 in),,
Serbian Tricolour Hound,Serbia,https://en.wikipedia.org/wiki/Serbian_Tricolour_Hound,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Srpski_Trobojni_Gonic.gif/220px-Srpski_Trobojni_Gonic.gif,,20–25 kg (44–55 lb),Short,Not available,Srpski Trobojni GoničYugoslavian Tricolour HoundJugoslavenski Trobojni Gonič,Not available,Tri-coloured,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Srpski_Trobojni_Gonic.gif/330px-Srpski_Trobojni_Gonic.gif,https://upload.wikimedia.org/wikipedia/commons/e/ef/Srpski_Trobojni_Gonic.gif,45–55 cm (18–22 in),,44–54 cm (17–21 in),,
Serrano Bulldog,Brazil,https://en.wikipedia.org/wiki/Serrano_Bulldog,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Anuke.jpg/220px-Anuke.jpg,,,short,Not available,Buldogue serrano,Brazilian Mountain Bulldog Mountaineer Bulldog,any,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Anuke.jpg/330px-Anuke.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Anuke.jpg/440px-Anuke.jpg,50–56 cm (20–22 in),31–40 kg (68–88 lb),48–53 cm (19–21 in),25–35 kg (55–77 lb),
Shar Pei,China,https://en.wikipedia.org/wiki/Shar_Pei,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Dragongate_Mong_Jai.jpg/220px-Dragongate_Mong_Jai.jpg,44–51 cm (17–20 in),16–29 kg (35–64 lb),"Short, harsh & bristly",Not available,Cantonese Shar-PeiChinese fighting dog,Not available,All solid colours except white,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Dragongate_Mong_Jai.jpg/330px-Dragongate_Mong_Jai.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Dragongate_Mong_Jai.jpg/440px-Dragongate_Mong_Jai.jpg,,,,,
Shetland Sheepdog,Scotland,https://en.wikipedia.org/wiki/Shetland_Sheepdog,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Shetland_Sheepdog_600.jpg/220px-Shetland_Sheepdog_600.jpg,,,long double coat,Not available,Shetland Collie (obsolete)Dwarf Scotch Shepherd (obsolete),Sheltie,"sable, mahogany sable,shaded sable, tri-coloured,bi-black, bi-blue, blue merle,bi-blue merle, sable merle,colour headed white, double merle,  black and tan",Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Shetland_Sheepdog_600.jpg/330px-Shetland_Sheepdog_600.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Shetland_Sheepdog_600.jpg/440px-Shetland_Sheepdog_600.jpg,33–41 cm (13–16 in),5.0–10.9 kg (11–24 lb),33–41 cm (13–16 in),5.0–10.9 kg (11–24 lb),
Shiba Inu,Japan,https://en.wikipedia.org/wiki/Shiba_Inu,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Shiba_Inu_%28Chinese_characters%29.svg/70px-Shiba_Inu_%28Chinese_characters%29.svg.png,,,double,Not available,Japanese Shiba Inu Japanese Small Size Dog Japanese Brushwood Dog Shiba Ken Shobe Shibe Shober,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Shiba_Inu_%28Chinese_characters%29.svg/105px-Shiba_Inu_%28Chinese_characters%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Shiba_Inu_%28Chinese_characters%29.svg/140px-Shiba_Inu_%28Chinese_characters%29.svg.png,35 to 43 cm (14 to 17 in),10 kg (22 lb),33 to 41 cm (13 to 16 in),8 kg (18 lb),
Shih Tzu,Tibet,https://en.wikipedia.org/wiki/Shih_Tzu,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Shihtzu_%28cropped%29.jpg/220px-Shihtzu_%28cropped%29.jpg,,4–7.5 kilograms (8.8–16.5 lb),See Coats section below,Not available,Chrysanthemum Dog,Not available,All are permissibleOften multiple color coatsGoldDark/Light BrownWhiteBlackWhiteGreyLiver/White,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Shihtzu_%28cropped%29.jpg/330px-Shihtzu_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/Shihtzu_%28cropped%29.jpg,20–28 centimetres (7.9–11.0 in),,,,
Shikoku,Japan,https://en.wikipedia.org/wiki/Shikoku_(dog),https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Shikokuken.jpg/220px-Shikokuken.jpg,Not available,Not available,Not available,Not available,Kochi-ken,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/6/69/Shikokuken.jpg,,,,,,
Siberian Husky,Siberia,https://en.wikipedia.org/wiki/Siberian_Husky,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Husky_L.jpg/220px-Husky_L.jpg,,,Thick double coat,Not available,Chukcha,HuskySibe,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Husky_L.jpg/330px-Husky_L.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Husky_L.jpg/440px-Husky_L.jpg,21–23.5 inches (53–60 cm),45–60 pounds (20–27 kg),20–22 inches (51–56 cm),35–50 pounds (16–23 kg),
Silken Windhound,United States,https://en.wikipedia.org/wiki/Silken_Windhound,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Fallon_the_Silken_Windhound.jpg/220px-Fallon_the_Silken_Windhound.jpg,47–60 cm (18.5–23.5 in),Not available,Not available,Not available,"Silken, Windhound",Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Fallon_the_Silken_Windhound.jpg/330px-Fallon_the_Silken_Windhound.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Fallon_the_Silken_Windhound.jpg/440px-Fallon_the_Silken_Windhound.jpg,,,,,
Silky Terrier,Australia,https://en.wikipedia.org/wiki/Australian_Silky_Terrier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Australian_Silky_Terrier_Alana_Of_Silky%27s_Dream.jpg/220px-Australian_Silky_Terrier_Alana_Of_Silky%27s_Dream.jpg,,Not available,"Flat, fine, glossy and silky",Not available,Silky Terrier,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Australian_Silky_Terrier_Alana_Of_Silky%27s_Dream.jpg/330px-Australian_Silky_Terrier_Alana_Of_Silky%27s_Dream.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Australian_Silky_Terrier_Alana_Of_Silky%27s_Dream.jpg/440px-Australian_Silky_Terrier_Alana_Of_Silky%27s_Dream.jpg,23–26 cm (9–10 in),,,,
Sinhala Hound,Sri Lanka,https://en.wikipedia.org/wiki/Sinhala_Hound,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not recognised as a breed by any major kennel club.,Not available,,,,,,,Not available
Skye Terrier,Scotland,https://en.wikipedia.org/wiki/Skye_Terrier,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Skye_terrier_800.jpg/220px-Skye_terrier_800.jpg,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Skye_terrier_800.jpg/330px-Skye_terrier_800.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Skye_terrier_800.jpg/440px-Skye_terrier_800.jpg,,,,,
Sloughi,North Africa,https://en.wikipedia.org/wiki/Sloughi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Sloughi_sandcolor.jpg/220px-Sloughi_sandcolor.jpg,Not available,Not available,Not available,Not available,"Uskay (Oska), Berber GreyhoundSloughi Maghribi",Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/1/18/Sloughi_sandcolor.jpg,,,,,,
Slovakian Wirehaired Pointer,Slovakia,https://en.wikipedia.org/wiki/Slovak_Rough-haired_Pointer,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/ICh_Brita_z_Ruzenice.jpg/220px-ICh_Brita_z_Ruzenice.jpg,Not available,Not available,Not available,Not available,Slovensky Hrubosrsky Stavac (Ohar) (Slovenský hrubosrstý Stavač)  (Slovenský Ohař Hrubosrstý),Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/ICh_Brita_z_Ruzenice.jpg/330px-ICh_Brita_z_Ruzenice.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/ICh_Brita_z_Ruzenice.jpg/440px-ICh_Brita_z_Ruzenice.jpg,,,,,
Slovenský Cuvac,,https://en.wikipedia.org/wiki/Slovak_Cuvac,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Cuvac_1.jpg/220px-Cuvac_1.jpg,,,Medium length - thick and wavy,Not available,"Slovak Cuvac, Slovak Chuvach, Tatransky Cuvac, Slovak tschuvatsch",Not available,Not available,Not available,Not available,Not available,Not available,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Cuvac_1.jpg/330px-Cuvac_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Cuvac_1.jpg/440px-Cuvac_1.jpg,62–70 cm (24–28 in),36–44 kg (79–97 lb),59–65 cm (23–26 in),31–37 kg (68–82 lb),
